benchmark,design_id,pdb,n_pass,n_seq,rescue_target,clash_ok,true_rescue_target
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_72-atomized-bb-True,run_M0110_1c0p_cond10_72-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_73-atomized-bb-True,run_M0110_1c0p_cond10_73-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_74-atomized-bb-True,run_M0110_1c0p_cond10_74-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_75-atomized-bb-True,run_M0110_1c0p_cond10_75-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_76-atomized-bb-True,run_M0110_1c0p_cond10_76-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_77-atomized-bb-True,run_M0110_1c0p_cond10_77-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_78-atomized-bb-True,run_M0110_1c0p_cond10_78-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_79-atomized-bb-True,run_M0110_1c0p_cond10_79-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_8-atomized-bb-True,run_M0110_1c0p_cond10_8-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_80-atomized-bb-True,run_M0110_1c0p_cond10_80-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_81-atomized-bb-True,run_M0110_1c0p_cond10_81-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_82-atomized-bb-True,run_M0110_1c0p_cond10_82-atomized-bb-True.pdb,0,40,True,False,False
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_83-atomized-bb-True,run_M0110_1c0p_cond10_83-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_84-atomized-bb-True,run_M0110_1c0p_cond10_84-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_85-atomized-bb-True,run_M0110_1c0p_cond10_85-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_86-atomized-bb-True,run_M0110_1c0p_cond10_86-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_87-atomized-bb-True,run_M0110_1c0p_cond10_87-atomized-bb-True.pdb,0,40,True,False,False
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_88-atomized-bb-True,run_M0110_1c0p_cond10_88-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_89-atomized-bb-True,run_M0110_1c0p_cond10_89-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_9-atomized-bb-True,run_M0110_1c0p_cond10_9-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_90-atomized-bb-True,run_M0110_1c0p_cond10_90-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_91-atomized-bb-True,run_M0110_1c0p_cond10_91-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_92-atomized-bb-True,run_M0110_1c0p_cond10_92-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_93-atomized-bb-True,run_M0110_1c0p_cond10_93-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_94-atomized-bb-True,run_M0110_1c0p_cond10_94-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_95-atomized-bb-True,run_M0110_1c0p_cond10_95-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_96-atomized-bb-True,run_M0110_1c0p_cond10_96-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_97-atomized-bb-True,run_M0110_1c0p_cond10_97-atomized-bb-True.pdb,2,40,False,True,False
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_98-atomized-bb-True,run_M0110_1c0p_cond10_98-atomized-bb-True.pdb,0,40,True,True,True
M0110_1c0p,rfflow_fixed-ligand_run_M0110_1c0p_cond10_99-atomized-bb-True,run_M0110_1c0p_cond10_99-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_0-atomized-bb-True,run_M0129_1os7_cond11_0-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_1-atomized-bb-True,run_M0129_1os7_cond11_1-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_10-atomized-bb-True,run_M0129_1os7_cond11_10-atomized-bb-True.pdb,2,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_11-atomized-bb-True,run_M0129_1os7_cond11_11-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_12-atomized-bb-True,run_M0129_1os7_cond11_12-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_13-atomized-bb-True,run_M0129_1os7_cond11_13-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_14-atomized-bb-True,run_M0129_1os7_cond11_14-atomized-bb-True.pdb,0,40,True,False,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_15-atomized-bb-True,run_M0129_1os7_cond11_15-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_16-atomized-bb-True,run_M0129_1os7_cond11_16-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_17-atomized-bb-True,run_M0129_1os7_cond11_17-atomized-bb-True.pdb,13,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_18-atomized-bb-True,run_M0129_1os7_cond11_18-atomized-bb-True.pdb,5,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_19-atomized-bb-True,run_M0129_1os7_cond11_19-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_2-atomized-bb-True,run_M0129_1os7_cond11_2-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_20-atomized-bb-True,run_M0129_1os7_cond11_20-atomized-bb-True.pdb,26,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_21-atomized-bb-True,run_M0129_1os7_cond11_21-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_22-atomized-bb-True,run_M0129_1os7_cond11_22-atomized-bb-True.pdb,1,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_23-atomized-bb-True,run_M0129_1os7_cond11_23-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_24-atomized-bb-True,run_M0129_1os7_cond11_24-atomized-bb-True.pdb,1,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_25-atomized-bb-True,run_M0129_1os7_cond11_25-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_26-atomized-bb-True,run_M0129_1os7_cond11_26-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_27-atomized-bb-True,run_M0129_1os7_cond11_27-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_28-atomized-bb-True,run_M0129_1os7_cond11_28-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_29-atomized-bb-True,run_M0129_1os7_cond11_29-atomized-bb-True.pdb,26,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_3-atomized-bb-True,run_M0129_1os7_cond11_3-atomized-bb-True.pdb,0,40,True,False,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_30-atomized-bb-True,run_M0129_1os7_cond11_30-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_31-atomized-bb-True,run_M0129_1os7_cond11_31-atomized-bb-True.pdb,0,40,True,False,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_32-atomized-bb-True,run_M0129_1os7_cond11_32-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_33-atomized-bb-True,run_M0129_1os7_cond11_33-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_34-atomized-bb-True,run_M0129_1os7_cond11_34-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_35-atomized-bb-True,run_M0129_1os7_cond11_35-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_36-atomized-bb-True,run_M0129_1os7_cond11_36-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_37-atomized-bb-True,run_M0129_1os7_cond11_37-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_38-atomized-bb-True,run_M0129_1os7_cond11_38-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_39-atomized-bb-True,run_M0129_1os7_cond11_39-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_4-atomized-bb-True,run_M0129_1os7_cond11_4-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_40-atomized-bb-True,run_M0129_1os7_cond11_40-atomized-bb-True.pdb,0,40,True,False,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_41-atomized-bb-True,run_M0129_1os7_cond11_41-atomized-bb-True.pdb,21,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_42-atomized-bb-True,run_M0129_1os7_cond11_42-atomized-bb-True.pdb,1,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_43-atomized-bb-True,run_M0129_1os7_cond11_43-atomized-bb-True.pdb,1,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_44-atomized-bb-True,run_M0129_1os7_cond11_44-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_45-atomized-bb-True,run_M0129_1os7_cond11_45-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_46-atomized-bb-True,run_M0129_1os7_cond11_46-atomized-bb-True.pdb,0,40,True,False,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_47-atomized-bb-True,run_M0129_1os7_cond11_47-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_48-atomized-bb-True,run_M0129_1os7_cond11_48-atomized-bb-True.pdb,2,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_49-atomized-bb-True,run_M0129_1os7_cond11_49-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_5-atomized-bb-True,run_M0129_1os7_cond11_5-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_50-atomized-bb-True,run_M0129_1os7_cond11_50-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_51-atomized-bb-True,run_M0129_1os7_cond11_51-atomized-bb-True.pdb,1,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_52-atomized-bb-True,run_M0129_1os7_cond11_52-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_53-atomized-bb-True,run_M0129_1os7_cond11_53-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_54-atomized-bb-True,run_M0129_1os7_cond11_54-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_55-atomized-bb-True,run_M0129_1os7_cond11_55-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_56-atomized-bb-True,run_M0129_1os7_cond11_56-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_57-atomized-bb-True,run_M0129_1os7_cond11_57-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_58-atomized-bb-True,run_M0129_1os7_cond11_58-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_59-atomized-bb-True,run_M0129_1os7_cond11_59-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_6-atomized-bb-True,run_M0129_1os7_cond11_6-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_60-atomized-bb-True,run_M0129_1os7_cond11_60-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_61-atomized-bb-True,run_M0129_1os7_cond11_61-atomized-bb-True.pdb,5,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_62-atomized-bb-True,run_M0129_1os7_cond11_62-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_63-atomized-bb-True,run_M0129_1os7_cond11_63-atomized-bb-True.pdb,1,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_64-atomized-bb-True,run_M0129_1os7_cond11_64-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_65-atomized-bb-True,run_M0129_1os7_cond11_65-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_66-atomized-bb-True,run_M0129_1os7_cond11_66-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_67-atomized-bb-True,run_M0129_1os7_cond11_67-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_68-atomized-bb-True,run_M0129_1os7_cond11_68-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_69-atomized-bb-True,run_M0129_1os7_cond11_69-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_7-atomized-bb-True,run_M0129_1os7_cond11_7-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_70-atomized-bb-True,run_M0129_1os7_cond11_70-atomized-bb-True.pdb,5,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_71-atomized-bb-True,run_M0129_1os7_cond11_71-atomized-bb-True.pdb,0,40,True,False,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_72-atomized-bb-True,run_M0129_1os7_cond11_72-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_73-atomized-bb-True,run_M0129_1os7_cond11_73-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_74-atomized-bb-True,run_M0129_1os7_cond11_74-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_75-atomized-bb-True,run_M0129_1os7_cond11_75-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_76-atomized-bb-True,run_M0129_1os7_cond11_76-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_77-atomized-bb-True,run_M0129_1os7_cond11_77-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_78-atomized-bb-True,run_M0129_1os7_cond11_78-atomized-bb-True.pdb,28,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_79-atomized-bb-True,run_M0129_1os7_cond11_79-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_8-atomized-bb-True,run_M0129_1os7_cond11_8-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_80-atomized-bb-True,run_M0129_1os7_cond11_80-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_81-atomized-bb-True,run_M0129_1os7_cond11_81-atomized-bb-True.pdb,21,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_82-atomized-bb-True,run_M0129_1os7_cond11_82-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_83-atomized-bb-True,run_M0129_1os7_cond11_83-atomized-bb-True.pdb,6,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_84-atomized-bb-True,run_M0129_1os7_cond11_84-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_85-atomized-bb-True,run_M0129_1os7_cond11_85-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_86-atomized-bb-True,run_M0129_1os7_cond11_86-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_87-atomized-bb-True,run_M0129_1os7_cond11_87-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_88-atomized-bb-True,run_M0129_1os7_cond11_88-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_89-atomized-bb-True,run_M0129_1os7_cond11_89-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_9-atomized-bb-True,run_M0129_1os7_cond11_9-atomized-bb-True.pdb,0,40,True,False,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_90-atomized-bb-True,run_M0129_1os7_cond11_90-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_91-atomized-bb-True,run_M0129_1os7_cond11_91-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_92-atomized-bb-True,run_M0129_1os7_cond11_92-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_93-atomized-bb-True,run_M0129_1os7_cond11_93-atomized-bb-True.pdb,2,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_94-atomized-bb-True,run_M0129_1os7_cond11_94-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_95-atomized-bb-True,run_M0129_1os7_cond11_95-atomized-bb-True.pdb,2,40,False,True,False
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_96-atomized-bb-True,run_M0129_1os7_cond11_96-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_97-atomized-bb-True,run_M0129_1os7_cond11_97-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_98-atomized-bb-True,run_M0129_1os7_cond11_98-atomized-bb-True.pdb,0,40,True,True,True
M0129_1os7,rfflow_fixed-ligand_run_M0129_1os7_cond11_99-atomized-bb-True,run_M0129_1os7_cond11_99-atomized-bb-True.pdb,0,40,True,False,False
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_0-atomized-bb-True,run_M0151_1q0n_cond12_0-atomized-bb-True.pdb,2,40,False,True,False
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_1-atomized-bb-True,run_M0151_1q0n_cond12_1-atomized-bb-True.pdb,0,40,True,False,False
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_10-atomized-bb-True,run_M0151_1q0n_cond12_10-atomized-bb-True.pdb,4,40,False,True,False
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_11-atomized-bb-True,run_M0151_1q0n_cond12_11-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_12-atomized-bb-True,run_M0151_1q0n_cond12_12-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_13-atomized-bb-True,run_M0151_1q0n_cond12_13-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_14-atomized-bb-True,run_M0151_1q0n_cond12_14-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_15-atomized-bb-True,run_M0151_1q0n_cond12_15-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_16-atomized-bb-True,run_M0151_1q0n_cond12_16-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_17-atomized-bb-True,run_M0151_1q0n_cond12_17-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_18-atomized-bb-True,run_M0151_1q0n_cond12_18-atomized-bb-True.pdb,0,40,True,False,False
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_19-atomized-bb-True,run_M0151_1q0n_cond12_19-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_2-atomized-bb-True,run_M0151_1q0n_cond12_2-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_20-atomized-bb-True,run_M0151_1q0n_cond12_20-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_21-atomized-bb-True,run_M0151_1q0n_cond12_21-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_22-atomized-bb-True,run_M0151_1q0n_cond12_22-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_23-atomized-bb-True,run_M0151_1q0n_cond12_23-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_24-atomized-bb-True,run_M0151_1q0n_cond12_24-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_25-atomized-bb-True,run_M0151_1q0n_cond12_25-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_26-atomized-bb-True,run_M0151_1q0n_cond12_26-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_27-atomized-bb-True,run_M0151_1q0n_cond12_27-atomized-bb-True.pdb,1,40,False,True,False
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_28-atomized-bb-True,run_M0151_1q0n_cond12_28-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_29-atomized-bb-True,run_M0151_1q0n_cond12_29-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_3-atomized-bb-True,run_M0151_1q0n_cond12_3-atomized-bb-True.pdb,4,40,False,True,False
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_30-atomized-bb-True,run_M0151_1q0n_cond12_30-atomized-bb-True.pdb,0,40,True,False,False
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_31-atomized-bb-True,run_M0151_1q0n_cond12_31-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_32-atomized-bb-True,run_M0151_1q0n_cond12_32-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_33-atomized-bb-True,run_M0151_1q0n_cond12_33-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_34-atomized-bb-True,run_M0151_1q0n_cond12_34-atomized-bb-True.pdb,0,40,True,False,False
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_35-atomized-bb-True,run_M0151_1q0n_cond12_35-atomized-bb-True.pdb,0,40,True,True,True
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_36-atomized-bb-True,run_M0151_1q0n_cond12_36-atomized-bb-True.pdb,1,40,False,True,False
M0151_1q0n,rfflow_fixed-ligand_run_M0151_1q0n_cond12_37-atomized-bb-True,run_M0151_1q0n_cond12_37-atomized-bb-True.pdb,0,40,True,True,True
